_id;version;id;time;stored;agent;url;specifier;asresult;ainterface
10513ea111a229500e09f2d2;100;69348da2-69e0-4e16-949f-a8128f3fbf94;2021-02-08T14:37:41+01:00;8/02/2021 14:37;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";kuwnjhcrgivkmjbvylehtgcf;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e9f1cd0e5501ea3692f;100;a9c0d6ee-aa58-4c43-a566-b39fb1902165;2021-02-08T14:37:35+01:00;8/02/2021 14:37;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/replied"",""display"":{""en"":""replied to""}}";lskujhjdkglhyjuyhtgfwgtfhygjuy;1;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e111cd0e5501ea3692e;100;d6129f1a-f351-4559-b8d6-a686d91caf54;2021-02-08T14:36:37+01:00;8/02/2021 14:36;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";jkhghukjkopjihUUGKYFDSERDTFUGYHIjhgfrdtet;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e1111a229500e09f2d1;100;a4f65104-0b8c-414a-a211-82e431215fcd;2021-02-08T14:36:33+01:00;8/02/2021 14:36;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";kljnbhgfghjkhgyTYFRDETjhgyftrfuygyuhuji;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e6e1cd0e5501ea3692d;100;1b36994b-65e8-426d-9545-fc94b01124e2;2021-02-08T13:36:30+00:00;8/02/2021 14:36;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";uhgyvvtrgftgbmjhgfEZSTERTDHRGFTGfdekj;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e6811a229500e09f2d6;100;c4e3b380-a6cb-4340-9a89-5216e1e82e92;2021-02-08T14:36:23+01:00;8/02/2021 14:36;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";jljhrjtyuhjiklmgmlkjghfkregcltjvhy;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e4e1cd0e5501ea3692c;100;80013100-0b08-4ef5-bb53-14192566d152;2021-02-08T14:36:14+01:00;8/02/2021 14:36;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/replied"",""display"":{""en"":""replied to""}}";lslhudgfyubnlijfdgnh;1;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e4b11a229500e09f2d4;100;166c64b4-9825-4bc8-8005-494c6159ec0b;2021-02-08T14:36:11+01:00;8/02/2021 14:36;"{""user"":""Olivia Popeye"",""jbox"":""mailto:Olivia.Popeye@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";oieucyrtbrndifvdsdf;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e3f11a229500e09f2d3;100;9f631bc3-9a0a-418e-ad5f-4dd1efe02a8a;2021-02-08T13:35:58+00:00;8/02/2021 14:35;"{""user"":""Olivia Popeye"",""jbox"":""mailto:Olivia.Popeye@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";jhgfdsfgfhegzbhjuygvbcdnsjkrth;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e381cd0e5501ea3692b;100;fd55ca29-9d4f-41c2-b106-cc260b11e151;2021-02-08T13:35:52+00:00;8/02/2021 14:35;"{""user"":""Olivia Popeye"",""jbox"":""mailto:Olivia.Popeye@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";ekjrhtbngjfdisuygerhtfydusiopêrpt;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e3211a229500e09f2d5;100;53195841-5ac4-4d60-88ba-6d5103e816a1;2021-02-08T13:35:50+00:00;8/02/2021 14:35;"{""user"":""Olivia Popeye"",""jbox"":""mailto:Olivia.Popeye@mail.com"",""interface"":""Console""}";"{""id"":""https://APInet.com/xAPITerms/verbs/loggedin/"",""display"":{""en"":""logged into""}}";hfgrehzysdtcgdbheyfghdejzioepzsdmleoizuqtsfxwqs;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e1a1cd0e5501ea3692a;100;2aaaecf3-318f-43b9-b81d-912d93fbc2de;2021-02-08T14:35:22+01:00;8/02/2021 14:35;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";ufyhdsjuyzegrbfdsqaz;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513e1811a229500e09f2d1;100;811316bc-9f0a-41c0-be81-3ab54b8a3339;2021-02-08T14:35:19+01:00;8/02/2021 14:35;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";siuhegrhtjfdshgzevbrtnjgfds;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513dec11a229500e09f2d0;100;b31452fd-bca9-4a0b-bbbc-05d15a56141d;2021-02-08T14:34:35+01:00;8/02/2021 14:34;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";ziueyhrgtbnfjdszgebrntgjfds;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513de11cd0e5501ea36929;100;45056c64-112c-4dd8-9d98-6469dc6e8ddf;2021-02-08T14:34:29+01:00;8/02/2021 14:34;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";ehrjfidosleroituyrezfaqgsbhcjviofr;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513dd011a229500e09f2cf;100;269c45f3-d0ff-495c-8249-1e8c11b0ba11;2021-02-08T14:34:07+01:00;8/02/2021 14:34;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";cujdskzoeirklrfpdeszoiueyrgfdhsqer;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513dca11a229500e09f2ce;100;ab853c81-8400-4039-8ccd-b81eb01031c0;2021-02-08T14:34:01+01:00;8/02/2021 14:34;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";sdjhgebrunthjfhcdgsbznejrtghfdsz;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513da21cd0e5501ea36928;100;d0d2252e-5319-43fc-ac6f-248281141514;2021-02-08T14:33:26+01:00;8/02/2021 14:33;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";zherjtkglofdsoqizuyetrfgdbshtsgzhejrkty;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513d9f11a229500e09f2cd;100;2a910bc6-1103-4111-afd4-411b59113e1b;2021-02-08T14:33:18+01:00;8/02/2021 14:33;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";shdrfjiopgfdoieuygrftgrdshqjuzer;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513d9b1cd0e5501ea36922;100;b64c3133-1584-448f-a961-bbf101a65441;2021-02-08T13:33:15+00:00;8/02/2021 14:33;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";szjherbtnjgfdusygfzerbty;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513d891cd0e5501ea36921;100;e4fada0b-9859-4cb1-bc5d-2c1285b41db1;2021-02-08T14:32:57+01:00;8/02/2021 14:32;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/replied"",""display"":{""en"":""replied to""}}";shgebrntjghfcgxfvsbdrt;1;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513ca41cd0e5501ea36926;100;093b26c1-b1a0-4e01-ba8c-8b1226ace150;2021-02-08T14:29:07+01:00;8/02/2021 14:29;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";ksjhgedrbtnjgkfdls;1;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513c9d1cd0e5501ea36924;100;fc9124b3-dadc-4695-bb81-e2a1be483041;2021-02-08T14:29:00+01:00;8/02/2021 14:29;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";kjshdgrbtngjvhcxg;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513c9a11a229500e09f2cc;100;54b290a5-19c3-456a-9e5a-064db306cba1;2021-02-08T13:28:58+00:00;8/02/2021 14:28;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/viewed"",""display"":{""en"":""viewed""}}";jhdgfbgnjkfdlsdfgkh;;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
10513c941cd0e5501ea36923;100;33040c4f-a113-41f6-b2cc-1e22203b2eaf;2021-02-08T14:28:52+01:00;8/02/2021 14:28;"{""user"":""John Doe"",""jbox"":""mailto:John.Doe@mail.com"",""interface"":""Console""}";"{""id"":""http://id.sky-net.com/verb/replied"",""display"":{""en"":""replied to""}}";jshgdfvgbnfjdkslqjdxchvgbf;1;"{""interface"":""Console"",""user"":""Dataplatform"",""jbox"":""mailto:Dataplatform@ai.com""}"
